période_de_référence,géo,dguid,personnes_à_faible_revenu,lignes_de_faible_revenu,statistiques,unité_de_mesure,identificateur_d'unité_de_mesure,facteur_scalaire,identificateur_scalaire,vecteur,coordonnées,valeur,status,décimales
2022,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133830,17.2.6.2,13.4,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133830,17.2.6.2,16.0,C,1
2022,"Toronto, Ontario",2021S0503535,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133833,17.3.6.2,13.3,B,1
2023,"Toronto, Ontario",2021S0503535,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133833,17.3.6.2,14.1,B,1
2022,"Toronto, Ontario",2021S0503535,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133836,17.4.6.2,8.9,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133836,17.4.6.2,7.7,C,1
2022,"Toronto, Ontario",2021S0503535,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133863,17.13.6.2,9.1,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133863,17.13.6.2,10.2,C,1
2022,"Toronto, Ontario",2021S0503535,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133872,17.16.6.2,5.7,D,1
2023,"Toronto, Ontario",2021S0503535,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133872,17.16.6.2,5.5,D,1
2022,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133881,17.19.6.2,13.4,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133881,17.19.6.2,15.9,C,1
2022,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133884,17.20.6.2,11.2,D,1
2023,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133884,17.20.6.2,13.1,D,1
2022,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133887,17.21.6.2,27.1,D,1
2023,"Toronto, Ontario",2021S0503535,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133887,17.21.6.2,38.2,D,1
2022,"Toronto, Ontario",2021S0503535,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133902,17.26.6.2,33.2,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133902,17.26.6.2,32.4,C,1
2022,"Toronto, Ontario",2021S0503535,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133911,17.29.6.2,20.0,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133911,17.29.6.2,15.3,D,1
2022,"Toronto, Ontario",2021S0503535,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133920,17.32.6.2,37.5,C,1
2023,"Toronto, Ontario",2021S0503535,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133920,17.32.6.2,37.9,C,1
2022,"Winnipeg, Manitoba",2021S0503602,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133929,18.1.6.2,11.3,C,1
2023,"Winnipeg, Manitoba",2021S0503602,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133929,18.1.6.2,10.3,C,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133932,18.2.6.2,12.6,D,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133932,18.2.6.2,11.4,D,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133935,18.3.6.2,12.1,C,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133935,18.3.6.2,11.4,C,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133938,18.4.6.2,7.1,D,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133938,18.4.6.2,4.9,D,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133965,18.13.6.2,8.4,C,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133965,18.13.6.2,7.4,D,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133974,18.16.6.2,3.9,E,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133974,18.16.6.2,2.9,E,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133983,18.19.6.2,12.5,D,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133983,18.19.6.2,11.4,D,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133986,18.20.6.2,8.1,D,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133986,18.20.6.2,7.1,E,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133989,18.21.6.2,34.7,D,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206133989,18.21.6.2,42.2,D,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134004,18.26.6.2,26.1,C,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134004,18.26.6.2,25.3,C,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134013,18.29.6.2,15.0,D,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134013,18.29.6.2,10.0,D,1
2022,"Winnipeg, Manitoba",2021S0503602,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134022,18.32.6.2,30.7,C,1
2023,"Winnipeg, Manitoba",2021S0503602,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134022,18.32.6.2,32.0,C,1
2022,"Calgary, Alberta",2021S0503825,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134031,19.1.6.2,10.2,D,1
2023,"Calgary, Alberta",2021S0503825,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134031,19.1.6.2,9.0,D,1
2022,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134034,19.2.6.2,11.6,E,1
2023,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134034,19.2.6.2,11.1,E,1
2022,"Calgary, Alberta",2021S0503825,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134037,19.3.6.2,10.6,D,1
2023,"Calgary, Alberta",2021S0503825,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134037,19.3.6.2,9.1,D,1
2022,"Calgary, Alberta",2021S0503825,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134040,19.4.6.2,5.7,E,1
2023,"Calgary, Alberta",2021S0503825,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134040,19.4.6.2,5.1,E,1
2022,"Calgary, Alberta",2021S0503825,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134067,19.13.6.2,7.3,D,1
2023,"Calgary, Alberta",2021S0503825,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134067,19.13.6.2,6.3,D,1
2022,"Calgary, Alberta",2021S0503825,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134076,19.16.6.2,,F,1
2023,"Calgary, Alberta",2021S0503825,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134076,19.16.6.2,,F,1
2022,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134085,19.19.6.2,11.4,E,1
2023,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134085,19.19.6.2,11.1,E,1
2022,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134088,19.20.6.2,8.4,E,1
2023,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134088,19.20.6.2,9.8,E,1
2022,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134091,19.21.6.2,31.0,E,1
2023,"Calgary, Alberta",2021S0503825,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134091,19.21.6.2,26.9,E,1
2022,"Calgary, Alberta",2021S0503825,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134106,19.26.6.2,26.8,D,1
2023,"Calgary, Alberta",2021S0503825,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134106,19.26.6.2,25.0,D,1
2022,"Calgary, Alberta",2021S0503825,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134115,19.29.6.2,17.3,E,1
2023,"Calgary, Alberta",2021S0503825,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134115,19.29.6.2,22.6,E,1
2022,"Calgary, Alberta",2021S0503825,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134124,19.32.6.2,28.8,D,1
2023,"Calgary, Alberta",2021S0503825,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134124,19.32.6.2,25.4,D,1
2022,"Edmonton, Alberta",2021S0503835,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134133,20.1.6.2,10.0,D,1
2023,"Edmonton, Alberta",2021S0503835,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134133,20.1.6.2,9.5,C,1
2022,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134136,20.2.6.2,11.8,D,1
2023,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134136,20.2.6.2,10.7,D,1
2022,"Edmonton, Alberta",2021S0503835,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134139,20.3.6.2,10.4,C,1
2023,"Edmonton, Alberta",2021S0503835,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134139,20.3.6.2,10.8,C,1
2022,"Edmonton, Alberta",2021S0503835,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134142,20.4.6.2,5.9,E,1
2023,"Edmonton, Alberta",2021S0503835,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134142,20.4.6.2,2.8,E,1
2022,"Edmonton, Alberta",2021S0503835,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134169,20.13.6.2,7.6,D,1
2023,"Edmonton, Alberta",2021S0503835,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134169,20.13.6.2,6.7,D,1
2022,"Edmonton, Alberta",2021S0503835,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134178,20.16.6.2,,F,1
2023,"Edmonton, Alberta",2021S0503835,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134178,20.16.6.2,,F,1
2022,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134187,20.19.6.2,11.8,D,1
2023,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134187,20.19.6.2,10.6,D,1
2022,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134190,20.20.6.2,8.2,E,1
2023,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134190,20.20.6.2,6.4,E,1
2022,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134193,20.21.6.2,48.8,D,1
2023,"Edmonton, Alberta",2021S0503835,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134193,20.21.6.2,44.9,D,1
2022,"Edmonton, Alberta",2021S0503835,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134208,20.26.6.2,23.4,C,1
2023,"Edmonton, Alberta",2021S0503835,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134208,20.26.6.2,25.5,C,1
2022,"Edmonton, Alberta",2021S0503835,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134217,20.29.6.2,17.5,E,1
2023,"Edmonton, Alberta",2021S0503835,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134217,20.29.6.2,11.4,E,1
2022,"Edmonton, Alberta",2021S0503835,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134226,20.32.6.2,24.8,D,1
2023,"Edmonton, Alberta",2021S0503835,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134226,20.32.6.2,28.7,C,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134235,21.1.6.2,12.4,B,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Toutes les personnes,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134235,21.1.6.2,12.6,C,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134238,21.2.6.2,11.4,D,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134238,21.2.6.2,12.6,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134241,21.3.6.2,13.2,B,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de 18 à 64 ans,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134241,21.3.6.2,13.5,C,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134244,21.4.6.2,10.4,C,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de 65 ans et plus,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134244,21.4.6.2,9.2,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134271,21.13.6.2,8.3,C,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134271,21.13.6.2,8.6,C,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134280,21.16.6.2,6.5,D,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes âgées dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134280,21.16.6.2,6.0,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134289,21.19.6.2,11.1,D,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans dans les familles économiques,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134289,21.19.6.2,12.3,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134292,21.20.6.2,9.4,D,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans dans les familles composées d'un couple avec enfants,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134292,21.20.6.2,9.8,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134295,21.21.6.2,24.2,D,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes de moins de 18 ans dans les familles monoparentales où le parent est une femme,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134295,21.21.6.2,32.1,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134310,21.26.6.2,30.0,C,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134310,21.26.6.2,29.1,C,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134319,21.29.6.2,22.2,C,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134319,21.29.6.2,18.8,D,1
2022,"Vancouver, Colombie-Britannique",2021S0503933,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134328,21.32.6.2,32.4,C,1
2023,"Vancouver, Colombie-Britannique",2021S0503933,Personnes non âgées hors famille économique,"Mesure du panier de consommation, base de 2018",Pourcentage de personnes à faible revenu,Pourcent,239,unités,0,v1206134328,21.32.6.2,32.2,C,1
